,comment
2158,"Que música emocionante! Mauro, suas canções trazem importantes reflexões para a vida, sempre enfatizando que Deus é a direção, a força, o consolo, é tudo... Obrigado por através de suas músicas nos fazer olhar com mais confiança para o Senhor."
2159,"Que som perfeito 😭
Preencheu o vazio da minha alma , creio que fui abençoando através desse louvor !!!
OBRIGADO POR ESSA CANÇÃO !!
TUDO FICA BEM...😢"
2160,"O quanto isso melhorou meu dia não tá escrito, muito obrigado por contribuir tanto pra música cristã tanto você Mauro quanto o Leonardo. Venho passando por momentos difíceis na minha vida, mas Deus me levanta sempre que eu caio, então não há o que temer."
2161,"Que delícia ouvir esse louvor no silêncio da noite, que paz que me traz ✨ Deus é bom em todo o tempo 🙏🏻"
2162,Obrigado Mauro é Leonardo Gonsalves por cantarem essa música muito linda bênção de Deus
2163,"As melhores vozes do país, sem dúvida."
2164,"Viajo nas letras e vozes de vcs..😍 agradeço a Deus de coração, por sustentar Ministros igual a vcs..Deus abençoe Léo e Mauro🙏👍"
2165,Muito impactante a letra desta canção. Não tem como não ser impactado por cada momento do decorrer da canção. Que Deus abençoe grandiosamente Mauro Henrique e o Leonardo Gonçalves.
2166,"Quando acho que não dá mais pra me impressionar com a imensidão do Mauro, ele vem com uma musica dessas e ainda junta com o Leonardo. Ai Jesus"
2167,"Que louvor! Sem palavras, que Deus continue usando vcs, dois ungidos do Senhor !😭🙌🏻🙏🏻❤"
2168,"QUE COISA MAIS LINDA! 

Em meio a situação horrenda em que o mundo vive, uma linda canção inspirada por Deus para nos lembrar que ele está no controle de tudo e que com Ele, TUDO FICA BEM! "
2169,"Que louvor! Glória a Deus! Vontade de gritar "" Tudo fica bem "" se olhamos para Nosso Deus! Como é bom ouvi -los,  ainda mais juntos!🥰🥰🙌🏾🙌🏾😇😇"
2170,"Que música, que louvor 😍🙏 sinto Deus em todas suas músicas. Que Deus abençoe vc sempre 🙏 maurão ♥️"
2171,"Como não amar esse som? Os dois já são incríveis separados, imagina juntos🤩 Achei a música linda demais, eleva o nosso espírito e nos transmite paz. Obrigada por essa canção!"
2172,"Que profundidade! E, ao mesmo tempo, tão suave e leve. Gratidão por seu serviço ao Senhor, Mauro e Leonardo!"
2173,"Perdi minha mãezinha, e essa linda canção tem trazido alento ao meu coração. Obrigado Mauro por me ajudar na lutar contra meu sofrimento. Vc é pura benção. Sempre me sinto confortado ao desfrutar de sua obra. Muitíssimo obrigado."
2174,"Quando a música toca, não tem como não colocar os nossos fones e viajar musicalmente."
2175,Glórias a Deus por mais uma canção em forma de Oração a Glória e toda dEle🙌🏼
2176,"Estou aqui pela 30° vez, sem brincadeira, desde o lançamento todos os dias escuto essa linda canção, umas 5 vezes ao dia. Muito Emocionante. Obrigado Deus."
2177,"Essa musica dilacerou minha alma e meu coração... neste momento eu tô lembrando de uma grande perda, mas crendo no melhor do meu Deus... louvado seja Deus pela vida de vocês dois. ""Tudo fica bem 
/ Se olho para Ti / Se Te percebo em mim / Tudo fica bem / Se sei que estás aqui / Se sei que estás em mim"
2178,Deus está nessa canção senhores! Que benção!
2179,"Canção linda, e o Leonardo abrilhanta qualquer música, sinto-me privilegiado em poder ouvi-los juntos, Deus abençoe vocês todos, e obrigado por mais uma canção de refrigério aos meus ouvidos e ao coração."
2180,"Que seja benção pra quem ouvir, que o reino de Deus alcance à quem ouve e necessita de alento. Mais uma vez,mais uma oração em forma de música, Deus é o sustento e dele vem o dom,e o dom volta pra ele em forma de louvor. Glórias a Deus"
2181,"Meu sonho é ter aula de canto com esses caras, Deus me deu um talento, mas preciso lapidá-lo. Como amo eles, admiração e sentimento de gratidão. Obrigado, Mauro e Leo. <3"
2182,"Ouvindo na hora q Deus manda.. veio n momenro serto digno de testemunho to fraco
Na fé 
É as 4.39 da manha obg jesus e irmaos Deus abencoe voceis"
2183,Música e letra que tocam demais. Oremos para que a voz do Leonardo volte ao normal..
2184,"Aqui estou mais uma vez 

Pedindo pra me levantar 

Me falta forças, meu Deus

Vem me ajudar  😭😭"
2185,"A melhor música para fechar o ""inventário 2020"". Aproveite, e se há feridas cure lançando no senhor e Tudo Fica Bem!"
2186,"Que letra! Que dupla! Música muito incrível e emocionante! Duas pessoas incríveis, a música ficou perfeita! Não dá para parar de ouvir hahah❤️"
2187,"Para mim, dois caras excepcionais. Qualquer música não fica somente boa mas excelente nas vozes desses caras. Dois profissionais que buscam excelência e tem uma humildade fantástica. Que Deus continue usando vocês como canal até Ele!"
2188,"Minhas duas maiores inspirações em um só clip, em uma só música, é de transbordar o coração❤❤❤"
2189,É lindo ver que o Rick de The Walking Dead estará no céu conosco!
2190,Mauro vc e uma pessoa de Deus mesmo suas músicas vão se um evangelismo pra muito jovem parabéns mauro
2191,"Eu Realmente me sinto mais aliviado ao ouvir esse lindo louvor.
Minha vida está passando por uma turbulência 
Várias coisas.
Mas ou ouvir essa canção."
2192,"O incrível (além de ter sido um belo trabalho) é como o Léo encontrou uma frequência vocal confortável pra cantar após a paresia. Mas quando se tem talento e um chamado, a caminhada não termina, apenas se adapta"
2193,"Lindo lindo! Que dupla incrível! Dois monstros cantando juntos para emocionar sempre. 
Que paz essa música transmite, Mauro... Vc sente Deus falar com vc em cada palavra.
Léo como sempre um monstro, mesmo com a doença, conseguindo tirar o bom de tudo. 
Parabéns meus irmãos!"
2194,Espetacular ter dois interpretes desse nível juntos. Parabéns. Deus aqui!
2195,Essa música veio me dar força pelo Momento q estou passa do com meu filho ele está com leucemia e os médicos falaram q a pouco chance de cura mais sei que a última palavra não vem dos médicos e sim de Deus e creio na cura dele e logo estarei dando testemunhos da cura do meu. Filho Jesus está vivo e tudo vai ficar bem !!!
2196,"Calma gente, falta só 1 dia, amanhã vai tudo ficar bem..."
2197,"Que saudade eu tava de ver esses dois juntos! Gênios! Não sou cristão, mas acompanho os dois há muito tempo. Vocês são demais!"
2198,"Incrível como a voz desses dois impactam as nossas vida, por meio do Espírito Santo. Previlégio poder receber esse acalento, com essas vozes tão diferente uma da outra mas que se encaixam perfeitamente. A Deus toda glória!"
2199,"que feat incrível, Leonardo sendo maravilhoso como sempre, esse cara é minha inspiração, a prova de que em meio á todos acontecimentos continuamos em frente, louvando e adorando á Deus."
2200,"Mauro e Leonardo, tenho depressão e abri o YouTube em busca de algo que trouxesse alento pro meu coração nesse dia de angustia. Me deparei com essa canção. Obrigada!"
2201,Não entendi porque não tem milhões de visualizações ainda 😭🙏🏽
2202,"MÚSICA PRA VENCEDOR:
https://youtu.be/DR3tpDPPuy0"
2203,"Cara que benção, é o tipo de louvor que quando acaba a gente fica perdido querendo mais 😭. Se sei que estás aqui, se tú estás em mim!"
2204,Que presente ouvir esta canção. Que Deus abençoe à todos.
2205,""" Cessa todos os meus medos que perturbam a minha alma. Faz crescer tua luz em mim Deus, dissipa a escuridão. 
Meu coração não tem sossego, enquanto não descansa em ti"" !!! ♥♥♥♥♥"
2206,"Essa canção poderia se chamar (Oração) que letra , que sentimento. Sabe aquela sensação de estar recluso, só vc e o Pai essa é a sensação que tenho ao ouvir. Oração cantada."
2207,Benção de Deus duas lendas da música gospel no Brasil 🙌👏👏🎸🎵🙏
2208,Essa música veio como um bálsamo para um coração sofrido... chegou a hora certa!!! Que Deus os abençoe!!
2209,"Que lindo! Sabe o que me admira em vc, Mauro? Sua generosidade. O Léo enfrentando esses problemas vocais e vc não só o convida, como faz com ele um dos duetos mais incríveis que ouvi nos últimos dias. Qto a vc, Léo, só posso dizer que sua vida me inspira. Um bjo enorme pra vcs dois e que Deus os abençoe! 🌹🧡"
2210,"Essa é uma música que preciso ouvir todos os dias. 
Uma verdadeira oração 🙏🏾 
Deus os abençoe sempre 🥰🙏🏾"
2211,"Eu achei que sabia cantar 
Mais quando ouvi esses dois cai na realidade 😪."
2212,Obgd a vcs não sou cristão mas essa música me trás uma paz enorme Obgd!.❤❤❤
2213,Música linda! Me acalma nesse momento em que esse vírus tem levado tantos amigos em tão pouco tempo. E agora descobri que estou doente junto com meu filho e possivelmente minha esposa e minha bebê também! Essa música vem acalmar meu coração que está tão aflito! Mas tudo vai ficar bem🙏
2214,"Parabéns! DEUS, sempre te surpreendendo, ELE é maravilhoso, que alegria vê-lo louvar o SENHOR JESUS."
2215,Quando o cantor entende de mixagem é outro nível. Show de bola a dinâmica do Leonardo com o microfone. 👏👏🔥
2216,Aqueles feats que quem admira o trabalho dos 2 sempre vai querer mais.
2217,"Não tenho palavras pra 
Descrever esse milagre do nosso Deus,Após 3 aborto expotáneo ,""TUDO FICOU BEM"" ontem foi a apresentação da nossa bb ELIZA na igreja."
2218,"Mano, é de PARTIR O CORAÇÃO, ver um cara genial e poderoso como o Leo atrofiando, da uma tristeza muito grande por ser muito fã do cara, sério. (pra mim a voz do Leo é tipo a voz de um arcanjo cantando, essa é a referencia dele pra mim)"
2219,"Cara duas lendas juntas, com um tom de voz incomparável, DEUS ABENÇOE A VIDA DESSES DOIS! ❤️👏🏻"
2220,"A Paz que essa musica trás, é fora do comum, não sai da minha cabeça essa canção!   a sensibilidade e interpretação de Maurão e Leo, da  o sentimento a musica, é de arrepiar!!!!"
2221,"Muito bom ouvir o Leonardo cantando assim depois de tudo, uma das melhores vozes do Brasil junto com o Mauro. Sou fã demais desses dois feras, que Deus continue abençoando a vida de vcs todos os dias pra que nos possamos continuar ouvindo essas canções que sempre tocam a alma..."
2222,"Se tem Gabriel Henrique comentando tem muito like..... Música linda, Deus abençoe Leo que sua voz continue sendo benção, Mauro que benção é te ouvir. Muito mais benção ver os dois..."
2223,"Enquanto eu assistia, senti como se Deus estivesse me curando da minha enfermidade que tem tirado minha paz por esses dias."
2224,Quem aí tô ouvindo dia 30 de Dezembro hein.
2225,"Que Letra Linda, Nos Traz Aquela Paz q Só encontramos Em Jesus"
2226,"Essa música é igual vinho, quanto mais eu escuto, e mais tempo passa, melhor ela fica"
2227,Graça e Paz seja contigo irmão 🥰🙌 Como é MARAVILHOSO NOSSO PAI 🙌 Lindo Louvor!!!
2228,"Esse quarteto dá mais do que certo, que o Eterno continue abençoando suas vidas. 🙏🏾"
2229,Obrigado Mauro Henrique e Leonardo Gonçalves por ouvir um hino desses na voz de vcs !!
2230,"2:50 Mihn'alma anseia por Ti
         Mihn'alma suplica por Ti
Que música emocionante
Que cena incrível com voz incríveis "
2231,Melhor música de todas! Amo sem limites ♥️♥️♥️
2232,"Mauro não  sei como expressar minha gratidão pelo seu trabalho,agredito que tenhas a noção do impacto das letras de  suas músicas em nossas Almas ! Se não,saiba que elas entram tão  profundamente que realmente se estivermos suscetível  nos transformam para sempre ! Parabéns!!!! Conheci vocês dois no Canal do Márcio Guerra força Leonardo!!! SÓ mais uma coisa!gostaria muito de ter o prazer de ver um trabalho seu com um ft. da Priscila Alcântara !!! Quem mais gostaria da um Up !!! "
2233,"Aleluias.
Obrigado Jesus."
2234,"Ficou muito lindo pra honra e glória de Deus!! Já postei no status do meu ZAP e já coloquei na minha playlist de favoritos... 😌🙌🎶 Muito lindo mesmo esse hino, ameiii 😍🎶👏🎼🎤 Meus Parabéns Mauro Henrique e Leonardo Gonçalves, ficou muito lindoooo... 🎼😍👏"
2235,"Tô a manhã toda presa nessa música, falou muito ao meu coração, tem tudo a ver com meu momento. Graças a Deus pela vida dos dois e de toda a equipe, amo vocês. Esse louvor é um presente ❤️"
2236,Legal q bênção olha que era uma música q estava na gaveta empoeirado
2237,"Mauro e Leonardo juntos são, para mim, um combo de amor divino, traz paz, esperança, faz com que possamos continuar a caminhada, levando tbm, sempre o melhor aos que passam por nós. ""Onde houver trevas, que eu leve a luz."" ❤"
2238,"Que música necessária pra mim nesse momento. 🥺🙏🏻💖
Obrigada, meninos!"
2239,"Que música, meus amigos... 😍❤️🎶"
2240,"E tudo fica bem, se sei que estás aqui, se sei que estás em mim..🙌  🥰❤️"
2241,"Ainda sonho em ver Mauro Henrique, Leonardo Gonçalves e Gabriel Guedes cantando juntos.... 🥺✊🏾"
2242,"Nossa, isso não é  apenas uma canção é uma súplica de coração rendido ao Senhor 😇 Parabéns pelo lindo trabalho."
2243,Isso sim é um WORSHIP de qualidade. Toda Glória ao Senhor e a Cristo!
2244,"A música com certeza é muito linda, a letra muito especial. Mas o olhar de admiração do Mauro pelo Léo e o ""obrigado Amigo"" foi a cereja do bolo, muito verdadeiro esse trabalho emocionante. Parabéns Mauro, parabéns Léo vocês são vasos de Cristo."
2245,"O mais louco da música, é a conexão de todos os participantes. Vey inexplicável parabéns!!!👏👏👏👏👏"
2246,Duas referências vocais pra mim! 🔥
2247,Mauro e Leonardo simplesmente quebram tudo♥️😍 que hino
2248,Obrigado pelo 4K. <3
2249,"Incrível como eu não consigo NÃO gostar de nenhuma música que o Mauro canta.. perfeição demais, mano! ❤️"
2250,"Meu novo ansiolítico! Ao mesmo tempo que me emociono, sinto uma paz enorme. E que dupla! Deus abençoe sempre. 💜"
2251,Meu sonho é ver o Mauro cantando com a Ana Rock do Palankin!
2252,"Essa música é uma oração profunda ao pai,cada palavra é uma reflexão perfeita"
2253,"“Sem ti sou só um vazio, seja tudo em mim”"
2254,Mauro que música linda é  uma oração  pra todos nós e que duetto bom vc e o Leo para essa musica . Parabéns.
2255,"Leonardo Gonçalves e Mauro Henrique dois artistas monstruosos, talento puro!!! 
Vencemos 2020 e daqui pra frente tudo ficará bem."
2256,"Lindo demais! Linda letra, falou comigo!
Amo ouvi-los individualmente, juntos foi uma benção só! Deus abençoe vocês meus irmãos!"
2257,"Que música maravilhosa e que parceria é essa de Mauro/Leo. Em dias tão difíceis, tudo fica bem, se olho para ti e te percebo em mim, ah Senhor, tudo fica bem, se sei que estás aqui, se sei que estás em mim...."
2258,"Ontem eu tava na praia e tinha uma mulher tão angustiada q tive q ir falar com ela. Chorando, ela me disse que estava com um problema familiar q não tinha como resolver e eu disse a ela q conhecia ALGUÉM q pode resolver tudo. Conversa vai e conversa vem o Espírito Santo me trouxe essa música na memória e eu peguei um celular de um amg e coloquei essa música, ela chorou mais ainda e depois foi se acalmando. Esse foi um momento q eu nunca vou esquecer pq essa foi a primeira vez q evangelizei sozinha, sem planejar e essa música marcou esse momento e a minha vida. E provavelmente não só a minha. "
