,comment
1256,Amei... incrível! Quando eu Te encontrei...❤
1257,ansiosa aqui para ve esse clipe abençoado 🙏❤️🎶
1258,mestre!!!  que letra! meu Deus!!!
1259,Admiro demais esse cara!!Deus te abençoe!!suas músicas me curam❤
1260,Sensacional. Mensagem e melodia. É uma oração. Abençoado continue com esse maravilhoso trabalho de evangelização. Que Deus abençoe muito.
1261,"Caraca... A melodia e os arranjos são TOPS DEMAIS... MAS A LETRA, se é doido, que LETRA É ESSA! ❤❤❤"
1262,Simplesmente lindo! 😭♥️
1263,"Sou extremamente fã desse cara! Como músico, como pessoa, como cristão! Você é monstro Mauro 🙏🔥"
1264,"Cara já dei like antes de ouvir,  já sabia que ia se bênção"
1265,Que canção maravilhosa ❤️
1266,"Admiro muito esse cara, mim lembra meu tio que se foi para o melhor, está com DEUS."
1267,"Que violão é esse pelo amor de Deus kkkk
Linda canção, sou teu faaaaaaaaaa"
1268,Voce manda bem demais! Que música é essa! Consegui ouvir o Espirito Santo falar...
1269,"Uma canção que fala do amor de Deus.
Aleluia!!!"
1270,"Sou Católico e admiro suas letras, seu som e sua interpretação de outras músicas. Gostei muito do trabalho que vc , o Guilherme e o Eli fizeram. Acompanhei muito sua interação  com o Rosa de Saron, principalmente no extinta Casa da Rosa e curti demais a live que vc fez atualmente com o Bruno. Em um mundo com tantas divergencias, pricipalmente religiosa é uma benção ver relacionamentos assim. Cada um na sua individualidade, mas unidos em um só propósito que é DEUS."
1271,"Me emocionei, muito bom."
1272,Somos seus pequeninos ❤🙏
1273,"Deus continue te usando para abençoar nossas vidas querido!
Glória a Deus pela tua vida!!!"
1274,Me apaixonei por essa música❤
1275,Que música incrível tô gostando muito❤
1276,Mtoooo bom !!!!!! Mauro saiu do G3 ? To desatualizado 😂😂😂
1277,"Cara do céu, esse B do 3:13, ta loco veio!!"
1278,Tudo perfeito pra Glória de Deus! !!!!!!
1279,Essa música fala da essência do evangelho.Maravilha.
1280,"Quando abracei
Quando visitei
Quando alimentei
Enfim, vi Cristo. "
1281,"Muitíssimo agradável de se ouvir, top demais Mauro!!"
1282,Também estou aqui ouvindo esse hino ❤️🎼🎼🎼
1283,Eita! Que música linda!!
1284,"Aí Mauro obrigada por essa canção 💕me trouxe tanta alegria 
Senti tanto Deus"
1285,"Mauro sua voz é maravilhosa. ❤
Eu sinto a presença de Deus quando ouço suas canções.
Que Deus continue te abençoando e liberando unção através da sua vida e da sua música.
Glória a Deus! 🙌"
1286,O melhor da América! 💖🎶🎵🎙️
1287,"inspiradora e abençoada , Deus abençoe !!! 😍❤️"
1288,Mauro henrique...simplesmente o melhor p a Glória de Deus..
1289,"Que música, meus amigos! Que música! <3"
1290,Aos 3:15 eu pensei...Agora é o solo do Juninho afram kkk
1291,Manoooooo o Maick no baixoooo kkkkk que incrível
1292,Esse hino fala CMG todos os dias ❤️
1293,"O q vc + gostaria de ver no canal ???
+ Rock pfv"
1294,Tão bom quanto Guilherme de sa 👏👏👏👏
1295,quem gostou deixa seu like aqui
1296,"Muito bom, para variar!Haha
🙌🏻🙌🏻🙌🏻🔥"
1297,Que linda canção. 🙌🏽❤️
1298,Que inspiração do céu!
1299,"Esse louvor é muito lindo! Ao ouvir pela primeira vez, já me senti atraído a ouvi-lo mais e mais."
1300,"Música Bíblica, que aquece nosso coração para cumprir o maior mandamento que nosso cristo nos deixou. Obrigado por essa canção Mauro, Deus abençoe cada dia mais"
1301,"Com tanto gospel falando bobagem, quando  ouço uma música pregando realmente o evangelho fico tão feliz... Mauro é talentoso pra caramba!"
1302,"Em meio à tantas músicas ""cristãs"" emocionais e repetitivas, essa canção é um oásis no deserto. Nos remete ao compromisso simples, objetivo e sério que o evangelho propõe."
1303,"Mauro, infelizmente temos poucos músicos cristãos brasileiros responsáveis pelo que pregam. É nessas horas que entendo porquê sempre gostei do Oficina G3 e nunca me enjôo, e é muito bom ver que vc é mais um responsável com o que prega para o seu público. É inexplicável a lucidez e sentimento que esta música traz... Deus seja contigo sempre, brother!"
1304,"Filhinhos, não amemos só de palavra ou de aparência, mas em verdade, mostrando-o pelas nossas ações. 
1João 3:18🥰❤️🔥 , que unção,que Deus continue abençoando você 🙌🏾"
1305,"O defeito dessa música é que é mto rápida aí acaba logo, diminui esses bpm aí Mauro, pra a gente curtir mais um pouquinho rsrs"
1306,"Um cara com esse talento todo e enorme, com humildade pra dizer ""também sou teu pequenino"" pra fechar essa música linda demais. Parabéns, super Mauro."
1307,"Que isso jovem ?!
Além de ser um super clipe, essa canção é riquíssima. Letra, arranjo, voz. Perfeita. Deus abençoe você Mauro."
1308,"MAURO HENRIQUE E FERNANDINHO!!
Quem apoia esse duo? 🔥"
1309,"Mauro Henrique, eu chorei depois de ouvir essa canção várias vezes, depois de entender tudo que Deus queria falar através desse louvor, eu agradeço a Deus pela sua vida e por ser um canal de bênçãos na vida de muitos, entendi tudo antes de ver a reflexão da canção e depois só conformei assistindo a reflexão, continue assim deixando Deus usar você, você certamente é um pequenino de Deus."
1310,"A vida inteira me escondendo pra não te encontrar
Te transformei num jeito de pensar
Em uma lei que eu tinha que guardar
Imitei canções e versos pra impressionar"
1311,Falou demais ao meu coração. O que a alma que realmente quer encontrar Cristo grita...
1312,Essa música nos inspira a viver o evangelho verdadeiro ❤
1313,ESSA É A VOZ MAIS LINDA DO MUNDOOOOOOOOOOOOOOOOOOOOOOOOOOOOO GLÓRIA A DEUS POR ESSA VOZ E PELA MENSAGEM.
1314,"A primeira vez ouvi meio por cima, quase nem prestei atenção na letra, então escutei de novo e não consigo mais parar. Que letra maravilhosa, isso é evangelho!"
1315,"""Pois eu também sou seu pequenino"" Aleluia!"
1316,"Para mim um dos melhores artistas! Além de uma versatilidade vocal incrível, é  multi-instrumentista  talentoso e criativo. Suas canções são poéticas, e cheias de ideias relevantes, que são bem interpretadas pelo cantor. A junção de todos os seus recursos musicais, nos levam a uma profunda reflexão..."
1317,Letra maravilhosa😭🤩❤
1318,Deus seja louvado! Deus te abençoe Mauro!
1319,Cara chorei Mauro Que Benção de canção q voz magnífica Que Deus continue abençoando Toda a sua vida
1320,"meu deus  eu nao paro de refleti sobre o pequenino 
obrigado Mauro Henrique"
1321,Mauro começou 2020 com tudo... Parabéns ....❤️🎶
1322,"""Ainda que eu falasse as línguas dos homens e dos anjos, se não tiver caridade, sou como o bronze que soa, ou como o címbalo que retine.
Mesmo que eu tivesse o dom da profecia, e conhecesse todos os mistérios e toda a ciência; mesmo que tivesse toda a fé, a ponto de transportar montanhas, se não tiver caridade, não sou nada."
1323,"Do nada achei essa canção, e não consigo parar de ouvir, muito inspiradora."
1324,"Mauro meu filho de 1 ano pode ouvir todas as playlist que existir, mais só dorme depois que ouve sua voz cara. Kkkk
Cara Deus te abençoe cada vez mais."
1325,ouvir sua musica me deixa com o meu coraçao transbordando de felicidade. otmas palavras parabens pelo dom. =)
1326,"Mano querido do Coração !!!!

Pois eu também sou Teu pequenino  !  [Ouvir e Assistir em Loop sem parar] "
1327,Viciada nessa canção!!!!!
1328,Melhor música que o Mauro ja fezz
1329,"Mauro, você não tem ideia do soco que essa música me deu... Fiquei em choque! Muito forte essa letra. Que o Senhor Deus te abençoe a cada dia mais!"
1330,"rapaz... letra, arranjo e voz! que música incrível, que letra incrível! Deus te abençoe, meu irmão"
1331,"EU 
NÃO 
CONSIGO 
PARAR "
1332,Esse refrão da canção é MT lindo parabéns pelo dom
1333,Repito: Estou descobrindo as melhores músicas nesta pandemia.
1334,"É, não  tem nenhuma recomendação vinda através de supercombo/scatolove que seja ruim, melhor ainda qnd edifica S2"
1335,"Amo essa canção ❤️
Muito linda 👏🏼👏🏼👏🏼👏🏼"
1336,Que mensagem forte!!! Glória a Deus!
1337,"Que música é essa parabéns, ouvindo toda hora, top demais. Deus abençoe"
1338,Quando alimentei enfim vi Cristo! ❤️
1339,"""Quando abracei, quando visitei, quando alimentei, enfim vi Cristo"" ...  Meu novo vício! Música linda, letra linda. Que essa canção alcance muitas vidas."
1340,"Que música maravilhosa, cara!
 ""Quando alimentei enfim vi Cristo"""
1341,"E eu achando que não ia levar outro tapa na cara igual ao de quando ouvi sua versão de aonde está Deus, tomei kkkkkk"
1342,"Deus te abençoe por esse imenso talento de compor uma música tão tocante,,, estou emocionado 👏🏻👏🏻👏🏻"
1343,"Musica divina, trabalho incrível Mauro! 
Obrigado por essa canção!"
1344,"Já deu certo Mauro, que linda música"
1345,Que mais músicas e cantores assim!
1346,ATRAVES DE VOCE MAURO MUITAS PESSOAS VAO SE CONVERTER E SE ENTREGAR A JESUS
1347,"Aeee Mauro, quando estava desviada voltei a ouvir oficina e o show DDG me fez voltar a atenção novamente a Cristo! Mas de todas, João me faz chorar toda vez que ouço! Muito obrigado, Deus abençoe sua caminhada irmão 🙏🏻"
1348,"Mauro, você é incrível cara. Deus te abençoe sempre!"
1349,"Parabéns, Mauro! Que canção linda!! Não somente o amor que sinto nas suas canções, mas a unção que transmite faz a diferença nos dias de hoje. Deus abençoe!"
1350,"Conheci hoje, e cara... fantástico! Grava ai: VOCÊ IRÁ LONGEEEEEEE!"
1351,"Surpreendida em cada detalhe. Bom mesmo. Bom demais da conta, como diria aqui no meu Goiás!
A letra é uma pregação maravilhosa!!!"
1352,Acho que Deus te usou pra falar comigo através dessa canção!!!
1353,"Tudo lindo, voz linda, música linda, mas esse visual teen já deu..."
1354,"Pensa numa música que falou comigo. Cara música muito linda, está de parabéns continue sempre assim  deixe  Deus te usar."
1355,Amei Mauro... Deus venha te inpirar muito.. Blessed!
1356,"Cara, a essência! E é tão simples, ficamos procurando como complicar...Parabéns pela sensibilidade"
1357,"Mano, que coisa massa! Música linda! Deus lhes abençoe!"
1358,"Deus te abençoe sempre , e esse DOM seja usado sempre para obra divina !"
1359,"Mano que música linda, que voz linda, que mv lindo eu to emocionada"
1360,"Que produção!!! Áudio visual ,figurino ,etc 

Mauro sempre evoluindo"
1361,"Resposta de saber ""Aonde Está Deus""... Magnífico"
1362,"Dinastia Pitmonster na área!
Parabéns Mauro 👏🏽👏🏽👏🏽"
1363,Cara só pode ser ateu quem da dislike....tem misericórdia Deus Deste povo.....não consigo para de cantar esse louvor.....que escencia esse louvor....lindo
1364,"""Quem segue o Messias, automaticamente segue a lei! Hilel estava certo! Essa é a justiça de Deus!"
1365,"Sou fã do talento que Deus deu à você, Mauro!"
1366,"Como sempre, uma musica de qualidade!!!!!"
1367,Meu Deus que musica é essa coisa maravilhosa demais revigora o coração
1368,Maravilha maravilhoso 👍👍👍👍👍👍👍👍👍👍👍👍
1369,Absurdamente emocionado.
1370,"Caramba q letra❤misturado com o Mauro,mt bao"
1371,"Caraca muleque!!! Que som loco!! Saudade de todos vocês, mano!! Abração em todos!
Julão"
1372,Uma das canções mais lindas que já ouvi nos últimos tempos. Vício instantâneo
1373,Que música linda... me dá nostalgia e percebo Deus dentro de mim msm.
1374,"Que mensagem maravilhosa dessa canção, instrumental toppppp, Glória Deus pela sua vida"
1375,Trazendo sempre arranjos maravilhosos e inovadores👏👏10.
1376,"Cara, bênção man que Deus continue a te inspirar 🙏"
1377,Um dos melhores músicos q ja vi/ouvi!
1378,MELHOR LOUVOR CARA!!! 😭
1379,Essa música mostra onde Deus quer ser encontrado: No próximo! ❤
1380,"Linda canção, estamos precisando de letras assim, isso que é evangelho!!!♥️🔥"
1381,"Você sempre traz uma mensagem para reflexão. Obrigada, irmão!"
1382,"Que mensagem meu amigo! Como sempre digo, talento em prol do reino!!!"
1383,"Cara, eu precisava disso😭
Que Deus te abençoe muito e Sempre🙏"
1384,"Cara, fiquei sem reação com a letra, tu é demais Vey , Deus abençoe♥️🤘"
1385,"YouTube,  por favor,  criem um botão de apertar like e sair mil likes . Um não basta pra esse conjunto ( letra , melodia, harmonia e voz) 
Parabéns Mauro!"
1386,"linda música mano!!!
Deus abençoe sempre!!!!
que sejamos Pequeninos!!!"
1387,Ai que linda canção. Emocionante e cheia de verdade. 😭😍
1388,Ah Mauro 🥺 não esperava menos de você! Tô repeat pra sempre
1389,"Que linda❤️😍
Aguardo a versão acústica rsrs"
1390,"Tá difícil viver, peço forças a Deus, seu som é como morfina pra mim. Alivia a dor."
1391,Amo vcs e suas músicas são realmente comoventes ❤❤❤
1392,"Que mensagem, que voz. Deus abençoe ricamente mano!"
1393,"Cara, que letra, que som 🙌❤Muito shoow. Linda demais 😍🎶"
1394,Isso é evangelho Igreja. ❤
1395,"Tá chegando a hora 🎼 vamo que vamo que se tem Mauro henrique , e certeza de sucesso 🙌🏻"
1396,"Tinha que ter o dedo do Estêvão Queiroga! Rsrs
Que linda música e letra"
1397,Simplesmente INCRÍVEL irmão!!!
1398,Que musica meus amigos! Transcende . que coisa linda . Mauro sempre surpreendendo <3
1399,"Que musica top, Mauro é uma grande inspiração... rsrs"
1400,"Maurão, essa é sem dúvida a melhor canção que vc já lançou até hoje, em todos os sentidos!!! Letra, harmonia, arranjos, melodia e uma mensagem incrível! Que Deus continue usando sua vida para impactar nossa geração. 🙏❤🎙🎶🎸😉"
1401,"Um novo estilo diferenciado, qualidade e verdade, é uma inspiração para mim."
1402,"Meu Deus eu tô arrepiada,que música linda,que voz maravilhosa.😱❤️😍"
1403,"A letra e a voz do Mauro traz muita paz, em meio a tantos problemas que vivemos! Obrigado Mauro, vejo Cristo em você! 🙌🏽"
1404,"Oh Glóriaaaaaa, que graça maravilhosa que nos alcança. Glória a Deus!"
1405,ai sim hein mano! top! mas quando o oficina volta?
1406,Que isso mano que letra que voz que instrumental perfeito continue assim  Que Clip
1407,Nunca erra ❤️
1408,Maravilhosa essa música. 🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏
1409,Caraca.. Música boa pra tocar logo depois da Aonde está Deus..
1410,"Mauro, glorifico a Deus por sua vida, e por essa canção vinda da inspiração do Espírito Santo, e com objetivo de anunciar o Cristo. Te amo meu irmão, seja sempre uma ferramenta de anunciação do evangelho do reino de Cristo."
1411,"Mano, ficou incrível!!!! Linda demais!"
1412,"Música ótima, o clipe é perfeito e é legal reconhecer algumas ruas de São Paulo. Que Deus te abençoe Mauro."
1413,Que música incrivel! Glória a Deus!! Precisamos dessa mensagem
1414,"Só palavra!!
Mauro é monstro!"
1415,Música incrível! Mauro você nunca decepciona. Deus abençoe meu irmão 🖐🖑😊
1416,Peste .. Que voz mano .. Que voz ! ..  Maurø é monstro demais .. 😍❤️
1417,7 vezes repetida e contando... Deus te abençoe vaso.
1418,Se inspirou em Mateus 25: 31 em diante?
1419,"Mauro, não morra precocemente pelo amor de Deus... 
🙏❤"
1420,"Que canção linda, incrível !"
1421,"Mensagem linda, não tem como não sentir Deus ouvindo essa música..."
1422,pra variar maravilhoso como sempre! Incrível o talento desse cara! Fullrange foi só o começo!!!
1423,A paz irmão que música top! Por isso o sucesso!
1424,Essa música foi um presente de Deus em momento tão difícil .
